"FCDATOBENEFIC","FNREGISTROS","FNTOTAL","FITIPODATO"
"ANA DANIELA DEYANIRA",2,147212,1
"NAYELY CAROLINA",2,147212,1
"GUADALUPE CONCEPCI",7,147212,1
"ABRAHAM XICUANI",2,147212,1
"JASMIN ALEJANDRA",2,147212,1
"YULIANA YANETH",4,147212,1
"SERGIA",4,147212,1
"LAURA BERENICE",4,147212,1
"REYNA ELIZABETT",1,147212,1
"CARLA TERESA",2,147212,1
"JAVIER ALBERTO",7,147212,1
"ASTRID",8,147212,1
"JOHAN",4,147212,1
"MARIA JENIFER",2,147212,1
"RUT",4,147212,1
"REYNA ESTRELLA",2,147212,1
"VISEYNI",2,147212,1
"CELIA BRENDA",2,147212,1
"OLGA ISABEL",4,147212,1
"ANA LUCILA",2,147212,1
"IRMA YAZBETD",2,147212,1
"GUSTAVO NATHANAEL",2,147212,1
"MELANIE KATHERINE",3,147212,1
"ELOINA",12,147212,1
"JESUS FERNANDO",6,147212,1
"LUIS ROBERTO",12,147212,1
"JUAN RODOLFO",2,147212,1
"ITZEL CAROLINA",2,147212,1
"LUZ EVELIA",6,147212,1
"BRENDA RUBI",4,147212,1
"MAYRA RAMONA",2,147212,1
"ELDA GABRIELA",2,147212,1
"RICARDA",22,147212,1
"MIRIAM LIZETH",8,147212,1
"GRECIA YARETH",2,147212,1
"ROSITA ANTONIA",2,147212,1
"GLORIA ELIZABETH",6,147212,1
"NORMA JAQUELIN",2,147212,1
"MAYANIN CLAUDIA",2,147212,1
"VALERIA DEIFILIA",4,147212,1
"OSVALDO IDSEN",2,147212,1
"JONATHAN ISSAC",2,147212,1
"IRMA LORENA",3,147212,1
"CIRENIO",2,147212,1
"SOCORRO DE LOS ANG",4,147212,1
"MARIA LUCINA",4,147212,1
"MICHELLE",25,147212,1
"CORAYMA MARIFER",4,147212,1
"ALBA JUDITH",2,147212,1
"BLANCA LIZETE",3,147212,1
"LAURA XIMENA",2,147212,1
"RUTH DEYANEHIRA",4,147212,1
"BERTHA LETICIA",5,147212,1
"SOFIA ISABEL",4,147212,1
"FRANCISCO DAVID ALEJANDRO",2,147212,1
"YESSICA YOANA",2,147212,1
"YOSLI JANETH",4,147212,1
"GRISELDA SUGEY",2,147212,1
"BRENDA ELIZETH",6,147212,1
"ALEXIS IVAN",12,147212,1
"LIZBETH CAYETANA",4,147212,1
"M MODESTA DEL CARMEN",2,147212,1
"ELADIO",6,147212,1
"VANESSA IVONNE",6,147212,1
"ELENA SUJEY",2,147212,1
"ARACELI DE JESUS",2,147212,1
"NEMESIA",2,147212,1
"ANGELA MICHELLE",4,147212,1
"OSCAR CANAZEI",2,147212,1
"NAZARIO",6,147212,1
"CARLOS HUGO",2,147212,1
"REYNA SELENE",2,147212,1
"HONELDA",4,147212,1
"CANDELARIA DE JESUS",2,147212,1
"HUGO ANTONIO",4,147212,1
"CESAR BRANDON",2,147212,1
"DALILA MICHELLE",2,147212,1
"PEDRO PABLO",5,147212,1
"YOSAHANDI JHOMALI",2,147212,1
"CARLOS  DANIEL",6,147212,1
"SHOSTAN SOLEDAD",4,147212,1
"BEATRIZ CATALINA",2,147212,1
"DANIEL ENRIQUE",6,147212,1
"DANIA TZOTZIL",14,147212,1
"ZAIRA",18,147212,1
"LUIS REY",18,147212,1
"CECILIA ESMERALDA",2,147212,1
"IRVING ABRAHAM",2,147212,1
"SILVIA CECILIA",2,147212,1
"PERLA MARISOL",2,147212,1
"ITZAIRIS",2,147212,1
"ESTHER ANAELIA",2,147212,1
"KATHERINE ATHZIRI",2,147212,1
"CRISTINO",4,147212,1
"MARYCRUZ",12,147212,1
"CARMEN ADRIANA",2,147212,1
"ALMA REBECA",2,147212,1
"KIAVET MONSERRAT",4,147212,1
"BERENICE MAYTE",2,147212,1
"YURIDAI",4,147212,1
"AVELINA",8,147212,1
"PERLA YANETH",2,147212,1
"BLANCA JESSICA",2,147212,1
"ISABEL REYNA",2,147212,1
"REGINA ADRIANA",2,147212,1
"LESLI",6,147212,1
"JESUS ELADIO",8,147212,1
"BLANCA LILIANA OFELIA",2,147212,1
"PAUL CRISTIAN",1,147212,1
"JOAN CARLOS",2,147212,1
"INGRID DAFNE",2,147212,1
"ITZELL",2,147212,1
"CINTHIA SARAI",3,147212,1
"TANIA ROCIO",1,147212,1
"PALOMA LUCERO",6,147212,1
"BRENDA LUCERO",3,147212,1
"IRACEMA DEL CARMEN",7,147212,1
"FLOR YANETH",4,147212,1
"BLANCA ESBEYDE",2,147212,1
"ROSELIA",6,147212,1
"DIANA ESTEFANIA",6,147212,1
"PAMELA BERENICE",2,147212,1
"YAZMIN KARINA",2,147212,1
"KEYLA RAQUEL",2,147212,1
"VIOSOTY",2,147212,1
"JESSICA MAGALY",2,147212,1
"LARITZA",2,147212,1
"KARLA CRISTINA",8,147212,1
"LUZ MARINA",5,147212,1
"BIANCA NELY",2,147212,1
"KARLA MONSERRAT",2,147212,1
"PABLA",4,147212,1
"ELIZABETH YAZMIN",2,147212,1
"ANDREA JOCELYN",2,147212,1
"LETICIA ADRIANA",2,147212,1
"FIDELIA",12,147212,1
"CLAUDIA FRANCISCA",6,147212,1
"CANDY NELIZABETH",2,147212,1
"ANGELA LIZBETH",4,147212,1
"JONAS",6,147212,1
"REBECA SELENE",2,147212,1
"BRENDA YUDITH",6,147212,1
"PEDRO MARTIN",2,147212,1
"ALIX JANETH",2,147212,1
"ELSA LUCERO",6,147212,1
"ROSA MAGALY",2,147212,1
"SUMIKO",2,147212,1
"MARGARITA MARIA",8,147212,1
"KENYA NICTE",4,147212,1
"MAURILIA",6,147212,1
"JOSE BETZABEL",2,147212,1
"KARINA ALEJANDRA",12,147212,1
"SUGEIRI",2,147212,1
"NAYELI ABIGAIL",7,147212,1
"GABRIELA VANESA",4,147212,1
"LAURA FERNANDA",6,147212,1
"WENDY ELIZABETH",10,147212,1
"KAREN BELINDA",2,147212,1
"REYNALDO ISAI",2,147212,1
"MONICA ISABEL",10,147212,1
"GUADALUPE XICALLI",2,147212,1
"ZORAYDA",2,147212,1
"CLARA DE LA LUZ",2,147212,1
"MA JUDITH",2,147212,1
"CRISTAL YANET",2,147212,1
"PAOLA ALEJANDRINA",2,147212,1
"GORETI",4,147212,1
"SILVIA RUBI",2,147212,1
"JESUS RAMIRO",2,147212,1
"ROSENDA",11,147212,1
"TERESA AZUCENA",2,147212,1
"YERALDI",2,147212,1
"HERMAN",6,147212,1
"LONGINOS",2,147212,1
"YERALDIN",10,147212,1
"THANIA GRETEL",2,147212,1
"ALMA ARACELI",6,147212,1
"SANDRA MIREYA",4,147212,1
"LEONARDO MARIO ALBERTO",2,147212,1
"PASTOR",4,147212,1
"EGLIS MACBENI",4,147212,1
"MITZI ALINA",2,147212,1
"DANIELLA JOSE",2,147212,1
"ALEJANDRA CONCEPCI",2,147212,1
"GILBERTO MARIO",4,147212,1
"LLENDY NALLELY",3,147212,1
"FATIMA IRAIS",2,147212,1
"JOSSELYN",4,147212,1
"KEMBERLY ELIZABETH",2,147212,1
"MARIA YARICZEL",3,147212,1
"TERESA YADIRA",2,147212,1
"DARINA",5,147212,1
"CARLOS FILIBERTO",2,147212,1
"YARELI YASMIN",2,147212,1
"ZAYRA MARGARITA",2,147212,1
"ABACU",2,147212,1
"YURITZA",2,147212,1
"LLUVIA NATALI",2,147212,1
"ALICIA LORENA",2,147212,1
"MARCOS FRANCISCO",4,147212,1
"DANIEL ISAAC",2,147212,1
"DAFNE JACKELIN",2,147212,1
"AMNER",11,147212,1
"ALEJANDRA FABIOLA",2,147212,1
"MONICA ANAHID",4,147212,1
"GISEL GUADALUPE",2,147212,1
"KATY FRANCISCA",2,147212,1
"MARIA ELBA",7,147212,1
"JESSIE GUADALUPE",2,147212,1
"KARINA IBETH",2,147212,1
"SINAI VALERIA",2,147212,1
"VIVIANA GISELA",2,147212,1
"AMITAY",2,147212,1
"JOCABET",2,147212,1
"KAREN MADAHI",4,147212,1
"SOFIA ANGELICA",2,147212,1
"AMAYRANI BERENICE",4,147212,1
"DANIEL ELIU",2,147212,1
"MICHELLE OSLEIDY",2,147212,1
"TEODULA",6,147212,1
"CRISTINA TALHIA",2,147212,1
"JORGE EDUARDO",30,147212,1
"MARIA CLARA",10,147212,1
"SAMANTA",18,147212,1
"VALERY ITZAYANA",2,147212,1
"PAULA GUADALUPE",4,147212,1
"JOSSY CECILIA",2,147212,1
"ALAN JAIR",6,147212,1
"JEYMY",2,147212,1
"CELSA ARACELY",2,147212,1
"EPIGERLY",6,147212,1
"VALENTIN ALBERTO",5,147212,1
"MA DOLORES CONSUEL",2,147212,1
"REYNA MARIA",5,147212,1
"PAULINA ALEXANDRA",2,147212,1
"JUANA AMERICA",4,147212,1
"DANIEL ALONSO",4,147212,1
"ARINIS",2,147212,1
"ERIKA KARINA",4,147212,1
"MARICHEL NORMA",2,147212,1
"GABRIELA KAREN",4,147212,1
"ILCE NOEMI",2,147212,1
"CINTHYA IBETH",2,147212,1
"BETHSAI",2,147212,1
"EMILY NICOLE",2,147212,1
"LIDIA YASMIN",2,147212,1
"CAROLINA ALEJANDRA",2,147212,1
"NURY MONSERRAT",2,147212,1
"NORMA TRINIDAD",2,147212,1
"NELLY YADIRA",4,147212,1
"MARIA ASUSENA",2,147212,1
"LISSANDRA",2,147212,1
"BETSY ALEJANDRA",2,147212,1
"JORGE DANIEL",8,147212,1
"DIANA FERNANDA",4,147212,1
"ILIANA ELIZABETH",4,147212,1
"JENNIFER MAGALY",6,147212,1
"JORGE DAVID",8,147212,1
"PIEDAD",11,147212,1
"BRENDA YANIRA",2,147212,1
"WENDY SINAI",2,147212,1
"ILSE ANALI",2,147212,1
"JOSE RAMOS",2,147212,1
"ABRAHAM GUADALUPE",6,147212,1
"NITZY ARELI",2,147212,1
"IRENE AYRELI",2,147212,1
"NORIS",2,147212,1
"MAYRA MIREYA",4,147212,1
"NAYBETH",2,147212,1
"ELIAS DABID",2,147212,1
"ROCIO YERALDIN",2,147212,1
"FAVIAN",2,147212,1
"SARAHI LIZETH",2,147212,1
"ISELA ALEJANDRA",2,147212,1
"KAREN GUADALUPE",14,147212,1
"SEBASTIAN ENRIQUE",4,147212,1
"ILSE MARIANA",2,147212,1
"SANDI",4,147212,1
"GISSELL",6,147212,1
"DULCE ALEJANDRA",22,147212,1
"LESLIE ELIZABETH",4,147212,1
"KARIME ESTEFANIA",2,147212,1
"AVILENE",2,147212,1
"HANYER ANTONIO",4,147212,1
"LIZBET ARIANA",2,147212,1
"SILVIA OFELIA",2,147212,1
"BRIAN",16,147212,1
"YENERI ELIZABETH",2,147212,1
"ERIKA NAYDELIN",2,147212,1
"GLORIA ESTEFANIA",15,147212,1
"FRANCISCO IVAN",6,147212,1
"CRUZ",4,147212,1
"NANCY EIVON",2,147212,1
"EVELIA IVONE",2,147212,1
"CESAR ARMANDO",8,147212,1
"LAURA ISELA",10,147212,1
"MARTIN EMILIANO",2,147212,1
"ELIODORO",2,147212,1
"LUZ ELVIRA",2,147212,1
"CRISOL",6,147212,1
"JOSE GREGORIO ADRIAN",2,147212,1
"SALVADOR GUSTAVO",2,147212,1
"ALEJANDRO ARTURO",9,147212,1
"ORVELIN",5,147212,1
"VICTOR YAIR",4,147212,1
"BRIANA KRYSTAL",4,147212,1
"NANCY ABIGAIL",4,147212,1
"YESSICA YOLANDA",2,147212,1
"IVAN ISRAEL",2,147212,1
"EVELIN TERESA",2,147212,1
"BRANDON MICHELL",2,147212,1
"ERIKA PATRICIA",8,147212,1
"SULMA DELFINA",2,147212,1
"MONICA JAZMIN",9,147212,1
"JORGE ANGEL",10,147212,1
"ELBA DEL ROSARIO",2,147212,1
"DIANA ALMA",2,147212,1
"YESSIKA",4,147212,1
"ALEIDA ADRIANA",2,147212,1
"HECTOR AARON",2,147212,1
"LUCIA ELENA",2,147212,1
"NOEMI LIZBETH",7,147212,1
"MISHEL",2,147212,1
"JENNY BEATRIZ",2,147212,1
"LILIANA RUBI",2,147212,1
"ITANDEHUI  OLIVA",2,147212,1
"BERENICE AZUCENA",4,147212,1
"SAMARA YAFIR",2,147212,1
"LIZETH YASMINE",2,147212,1
"JUANA GABRIELA",6,147212,1
"XOCHITL CITLALIQUETZ",2,147212,1
"YANET IVONNE",2,147212,1
"LUIS AXEL",3,147212,1
"XOCHITL ELENA",2,147212,1
"CECILIA GABIRELA",4,147212,1
"NIDIA LIZET",2,147212,1
"MARTHA DELIA",4,147212,1
"DALIA YAREMI",6,147212,1
"JESSICA MICHELL",4,147212,1
"ELIGIO LEONEL",2,147212,1
"MELIDONI",3,147212,1
"MARTHA FERNANDA",2,147212,1
"SOFIA TERESA",2,147212,1
"KIMBERLY KARINA",2,147212,1
"MARIANA IVETTE",5,147212,1
"VICTOR ANTONIO",19,147212,1
"GERARDO ABEL",2,147212,1
"MARA PATRICIA",2,147212,1
"XAVIERA ROCIO",2,147212,1
"DAYANNA",2,147212,1
"ZENON",9,147212,1
"ANGELICA JULISSA",2,147212,1
"JENNIFER MICHELLE",2,147212,1
"BALDEMAR",10,147212,1
"AMELLALI SOFIA",3,147212,1
"WENDY NOHEMI",2,147212,1
"SOFIA ELENA",2,147212,1
"CARLOS ERNESTO",3,147212,1
"NADIA FABIOLA",8,147212,1
"CIRILO",7,147212,1
"LLANET YARELI",2,147212,1
"KARLA DENNISE",2,147212,1
"KAREN ITZEL",6,147212,1
"CRYSTIAN",2,147212,1
"KEVIN GUADALUPE",2,147212,1
"ERIKA YAZMIN CRIST",2,147212,1
"MA FLORA",2,147212,1
"ABDIEL",4,147212,1
"YESLIE HAYDEE",2,147212,1
"JESSICA LISSETE",2,147212,1
"MASSIEL",8,147212,1
"MARIA LIBRADA",2,147212,1
"CLAUDIA PATRICIA",27,147212,1
"FELIPA",38,147212,1
"ERIKA GEORGINA",4,147212,1
"CESAR ISRAEL",16,147212,1
"LEONARDO IVAN",2,147212,1
"PAOLA LIZBETH",10,147212,1
"VIANEY AMARA",4,147212,1
"MAYREN",3,147212,1
"IRMA MAGDALENA",2,147212,1
"ELVA LETICIA",2,147212,1
"JOHANA PATRICIA",4,147212,1
"BRYAN MARTIN",2,147212,1
"ELDER JESUS",4,147212,1
"GLORIA GUADALUPE",4,147212,1
"ELVIN FRANCISCO",4,147212,1
"MA SOLEDAD",10,147212,1
"ANNEL JAZMIN",2,147212,1
"JUANA JAZMIN",2,147212,1
"KAREN AYLIN",2,147212,1
"TANNYA ZAZUEYRA",2,147212,1
"DIANA VERONICA",6,147212,1
"NANCY IRAIS",5,147212,1
"THALIA ESMERALDA",4,147212,1
"DENYS MARK",2,147212,1
"PEDRO IVAN",4,147212,1
"LUZ ERENDI",2,147212,1
"ELSY LOAMNY",2,147212,1
"ANABELIA",4,147212,1
"FRANCISCA MARIANA",2,147212,1
"ROSA DELIA",8,147212,1
"IRMA ANGELICA",4,147212,1
"OBISPO",2,147212,1
"ANGELA YULISSA",4,147212,1
"CESAR ELIAS",2,147212,1
"PERLA BRIYIT",4,147212,1
"MONICA NAYELI",2,147212,1
"OFELIA DEL REFUGIO",2,147212,1
"GLORIA CRISTINA",4,147212,1
"MERCEDES ANTONIA",2,147212,1
"ANA YARELI",4,147212,1
"MA ROCIO",2,147212,1
"UZZIEL TIMOTEO",2,147212,1
"ANAIS FERNANDA",2,147212,1
"JORDANA GABRIELA",2,147212,1
"ANADALAY",2,147212,1
"EDILIA",2,147212,1
"MARIA DIOSELINEE",4,147212,1
"SILVIA VICTORIA",2,147212,1
"ANGELES",21,147212,1
"ENRIQUE EDUARDO",2,147212,1
"SANDRA TERESA",4,147212,1
"KATYA SUGEY",2,147212,1
"PRICILA ALSHA",2,147212,1
"FABIOLA ELIZABETH",8,147212,1
"DEVANI ALEJANDRA",2,147212,1
"ELVIA KAREN",2,147212,1
"ARIAN ALBERTO",2,147212,1
"ALMA NOEMI",2,147212,1
"BERENICE IZBET",2,147212,1
"MA CELIA",2,147212,1
"SHEILA",8,147212,1
"BRIANDA IVETTE",2,147212,1
"EMMA ABIGAIL",2,147212,1
"AHILIN LOREM",2,147212,1
"DANTE SAUL",2,147212,1
"CARLOS GUADALUPE",8,147212,1
"NANCY NOHEMI",6,147212,1
"ANA EDITH",6,147212,1
"JANETE",2,147212,1
"ESTEBAN ANTONIO",2,147212,1
"NOHEMI CAROLINA",6,147212,1
"ANGEL DE JESUS",23,147212,1
"CLAUDIA NOEMI",2,147212,1
"VICTOR EMMANUEL",6,147212,1
"MAGNOLIA",6,147212,1
"PAOLA DENISSE",2,147212,1
"ELENA MARGARITA",4,147212,1
"JACARANDA MARIA",2,147212,1
"KASSANDRA",4,147212,1
"LILIANA KARELI",2,147212,1
"SHUJEY ADRIANA",2,147212,1
"AMBAR ANDREA",2,147212,1
"REYNA EDUVIGES",2,147212,1
"LAURA SUSANA",6,147212,1
"SAYRA LIZETH",2,147212,1
"AYLIN SELENE",2,147212,1
"EDGARDO",16,147212,1
"ABIGAIL ZARET",3,147212,1
"MARIA AUXILIO",9,147212,1
"MARIA DE LOS DOLORES",2,147212,1
"SAYURI",6,147212,1
"FELIPE EDUARDO",5,147212,1
"ROSA LINDA",5,147212,1
"CLAUDIA MARIELA",1,147212,1
"YAREMI",2,147212,1
"VANYA PATRICIA",6,147212,1
"MAIRA EUGENIA",5,147212,1
"PRISCILLA ELIZABET",2,147212,1
"PORFIRIA",6,147212,1
"LUZ MERCEDES",5,147212,1
"SMIRNA",4,147212,1
"MAYRA ITZEL",4,147212,1
"SORAYA GUADALUPE",2,147212,1
"CELENNE",6,147212,1
"BELINDA TERESA",2,147212,1
"PATRICIA FERNANDA",4,147212,1
"PAOLA LIZETTE",2,147212,1
"JORGE DE JESUS",2,147212,1
"ARIADNA CAMILA",5,147212,1
"DIANA RUBI",14,147212,1
"MA DE LA ASUNCION",5,147212,1
"SAMUEL ISAAC",2,147212,1
"GUADALUPE MARIA",2,147212,1
"ERICKA YOLANDA",2,147212,1
"WLLANIT",2,147212,1
"ALONDRA NALLELY",2,147212,1
"NHOEMI",2,147212,1
"ANA LETICIA",20,147212,1
"RAUL ARTURO",7,147212,1
"LORENA YURI",3,147212,1
"ANTONIO BANY",2,147212,1
"FLORA ITZEL",3,147212,1
"PAULO CESAR",2,147212,1
"JAHAZIEL",4,147212,1
"SUSANA IDALY",2,147212,1
"OSCAR FERNANDO",12,147212,1
"ROSMERI",3,147212,1
"FELIX GEOVANNY",2,147212,1
"JACOBO ISRAEL",2,147212,1
"PERLEDI",4,147212,1
"RUTH ITZEL",2,147212,1
"HIDALID ALEJANDRA",2,147212,1
"MARTIN ERNESTO",4,147212,1
"XIADANI AISLINN",2,147212,1
"EVARISTO",8,147212,1
"JESUS GUADALUPE",14,147212,1
"LYDIA",2,147212,1
"JOSE URIEL",6,147212,1
"PAOLA MARIA",4,147212,1
"CLARA AURORA",2,147212,1
"MONICA ALICIA",4,147212,1
"DAMARIS",29,147212,1
"LUZ DEL ALBA",4,147212,1
"ISAC JAIR",2,147212,1
"WENDY VALERY",2,147212,1
"MARLIDT",2,147212,1
"BLANCA BELIBETH",2,147212,1
"ANY",1,147212,1
"YOVANY",4,147212,1
"EVA MARIA CAROLINA",2,147212,1
"BERNARDINO",8,147212,1
"MARLEN ESTEFANIA",2,147212,1
"ANABRENDA",2,147212,1
"LORENA JOSEFINA",4,147212,1
"ALAN AGUSTIN",2,147212,1
"DARVIM ALEXANDER",2,147212,1
"FERNANDO ISABEL",2,147212,1
"OFELIA GUADALUPE",4,147212,1
"LUIS FABIAN",2,147212,1
"MARTHA MAGALI",4,147212,1
"ELVA MARIELA",2,147212,1
"GUADALUPE DENISSE",2,147212,1
"ALBERTO TRINIDAD",2,147212,1
"ENRIQUE ALEJANDRO",4,147212,1
"YANDERY ESTHER",4,147212,1
"FERNANDA JAQUELINE",4,147212,1
"JOSE DANIEL",27,147212,1
"CECILIA ISABEL",2,147212,1
"ANGEL FRANCISCO",9,147212,1
"SAIRA ICDALY",2,147212,1
"CYNTHIA LIZETH",2,147212,1
"VERONICA IVETTE",2,147212,1
"FLOR ILUSION",2,147212,1
"EDGAR MISHAEL",4,147212,1
"ADRIAN ANTONIO",4,147212,1
"PERLA ESTEFANIA",2,147212,1
"LIDIA GABRIELA",7,147212,1
"ILEANA JUDITH",2,147212,1
"MARTHA TERESITA",2,147212,1
"ADRIANA ROCIO",4,147212,1
"PAULO",2,147212,1
"JHAEL",2,147212,1
"LEIDI NANCI",2,147212,1
"VERONICA ELIZABETH",16,147212,1
"LUIS ALAN",2,147212,1
"AURORA ADRIANA",2,147212,1
"CLAUDIA LILIANA",6,147212,1
"FRANCISCA IVON",2,147212,1
"JUANA INES",8,147212,1
"GUADALUPE KARINA",6,147212,1
"JOYCE YOSELINNE",4,147212,1
"VICTOR ALEJANDRO",4,147212,1
"JOANA PATRICIA",2,147212,1
"ERIKA GERALDINE",2,147212,1
"FRANCISCO HUMBERTO",2,147212,1
"CESAR ARTURO",4,147212,1
"LUIS IVAN",12,147212,1
"FORTUNATO",8,147212,1
"JORGINA",8,147212,1
"CRISTEL DEL CARMEN",2,147212,1
"ALEXIS LEONARDO",2,147212,1
"JOCELYN MONTSERRAT",9,147212,1
"DAVID EMMANUEL",2,147212,1
"SANDRA NAYHELY",2,147212,1
"ALONDRA IRAMY",2,147212,1
"AZURY",2,147212,1
"LUCIA AMANDA",2,147212,1
"FRANK",6,147212,1
"MONSERRAT YESENIA",4,147212,1
"KARLA JAZMIN",6,147212,1
"ADRIANA LIZZETH",2,147212,1
"DULCE CRISTINA",2,147212,1
"MARGARITA FABIOLA",2,147212,1
"AGLAET",5,147212,1
"NANCY ESTEFANIA",8,147212,1
"REBECA NOEMI",2,147212,1
"SANDY ITZEL",2,147212,1
"YARETH ANAIS",2,147212,1
"ANA SOLEDAD",2,147212,1
"CRISTIAN GIOVANNY",2,147212,1
"GIANNINA DAYANE",2,147212,1
"JUSTINE BRENDA",3,147212,1
"PEREGRINA YERALDI",2,147212,1
"UZIEL ANTONIO",2,147212,1
"MANUEL IVAN",2,147212,1
"SANDRA PILAR",4,147212,1
"JUANA MAGALY",2,147212,1
"NOE MARIO",6,147212,1
"AMERICA DAYANNA",2,147212,1
"AMERICA YAHAIRA",2,147212,1
"ERNESTO JOSUE",2,147212,1
"CALLETANO",2,147212,1
"MARIANE",1,147212,1
"JUANA FRANCISCA",2,147212,1
"ANEL ALEJANDRA",6,147212,1
"JOSUE ISRAEL",8,147212,1
"AMARANTA",4,147212,1
"KARIME HAZZEL",2,147212,1
"SIMON",10,147212,1
"MARIA GUADALUPE CE",3,147212,1
"LESLY NATALY",2,147212,1
"ROSA LETICIA",2,147212,1
"FELIX ANTONIO",4,147212,1
"KARLA ARGENTINA",6,147212,1
"CINTHIA EVA",2,147212,1
"ROGELIO ENRIQUE",2,147212,1
"ALAN JOVANY",2,147212,1
"KARLA YOMARA",2,147212,1
"GLORIA  ELIZABETH",2,147212,1
"ERICK YAIR",2,147212,1
"AARON ENRIQUE",2,147212,1
"MARIO ENRIQUE",6,147212,1
"GLADIS JOHANA",2,147212,1
"JANNETH",11,147212,1
"FRANCISCO XAVIER",4,147212,1
"GEOVANNI",4,147212,1
"NAYELI MARLENI",2,147212,1
"ALMA OFELIA",4,147212,1
"GETZEMANI",2,147212,1
"MARIA YADIRA",6,147212,1
"FLOR DE MAYO",2,147212,1
"LAURA ELIZABETH",12,147212,1
"ALEX",5,147212,1
"YESENIA  VANESSA",2,147212,1
"ISELA CONCEPCION",2,147212,1
"DUNIA YULISA",2,147212,1
"GENARO LEONEL",2,147212,1
"SARA ANAHI",2,147212,1
"MARIA ANA",12,147212,1
"DIMAS",2,147212,1
"YAZMIN PATRICIA",2,147212,1
"ERENDIDA MARLEN",6,147212,1
"ABDI ELIZABETH",2,147212,1
"CINTHIA LIZBET",2,147212,1
"LESLY MONTSERRAT",2,147212,1
"MAGDALENA KARIME",2,147212,1
"OSCAR FELIPE DE JESUS",2,147212,1
"ILHUICAMINA",2,147212,1
"LEONOR GUADALUPE",6,147212,1
"MARIA JOSELIN",2,147212,1
"CELESTINO ISRAEL",4,147212,1
"ROSA YADIRA",4,147212,1
"MA FERNANDA",4,147212,1
"MARIBEL DE JESUS",7,147212,1
"EIMI YARELI",2,147212,1
"MA BARBARA",2,147212,1
"ERIKA BEATRIZ",2,147212,1
"IRMA YESENIA",2,147212,1
"MAGALLY",6,147212,1
"CLAUDIA RUBI",4,147212,1
"TANIA AZUCENA",3,147212,1
"LEONARDO ZABDIEL",2,147212,1
"SINAHY",2,147212,1
"SARI YUNETH",2,147212,1
"MIRIAM YAJAIRA",4,147212,1
"ARELY MICHELLE",2,147212,1
"MAGALI NORA",2,147212,1
"ROSA ISAURA",8,147212,1
"CECILIA LEONOR",2,147212,1
"ENYI ALEJANDRA",2,147212,1
"HILDEBERTA",2,147212,1
"MARIA ELISA",17,147212,1
"JULIA ESMERALDA",2,147212,1
"IVAN BERNARDO",4,147212,1
"BONNY ALVIZURIZ",2,147212,1
"MARIA RENATA",5,147212,1
"RODNEY EMMANUEL",4,147212,1
"JOSIAS",2,147212,1
"AIDE MELISSA",2,147212,1
"ANDREINA",2,147212,1
"LAURA ANICHAYI",2,147212,1
"ADRIANA LUCERO",4,147212,1
"ANDREA JAQUELINE",6,147212,1
"SHARON BRENDA",7,147212,1
"GRACIELA YURIDIA",2,147212,1
"HILDA LILIANA",2,147212,1
"BLANCA OLIVIA",6,147212,1
"YEIMI",8,147212,1
"ROSA HILDA",4,147212,1
"NOELIA DIANA LAURA",2,147212,1
"MARCELINA SALOME",2,147212,1
"DIVINA MERCEDES",2,147212,1
"KAREN SSULEMMY",2,147212,1
"BLANCA ESTHER",10,147212,1
"MARTHA ESTRELLA",2,147212,1
"DONOVAN",7,147212,1
"CRISTINA DEL CARMEN",4,147212,1
"TATIANA",7,147212,1
"FRANCISCO ENRIQUE",2,147212,1
"DORA ABIGAIL",2,147212,1
"MARIA LUCERO",10,147212,1
"ZULEMA",19,147212,1
"MAYRA LIZBETH",18,147212,1
"MARIANNA",2,147212,1
"JASMIN VIANEY",2,147212,1
"PALMIRA YANETH",2,147212,1
"TANIA JUDITH",4,147212,1
"ARMANDA FLORENCIA",2,147212,1
"TONANTZIN",1,147212,1
"FAUSTINO VALERIANO",3,147212,1
"MAYRA GUADALUPE",44,147212,1
"NANCY JUDITH",6,147212,1
"ELBINT",2,147212,1
"ZOILA GLORIA",4,147212,1
"GENOVEBA",4,147212,1
"EDUARDO ALEJANDRO",6,147212,1
"ENEA",4,147212,1
"ZENAIDO",4,147212,1
"JAIRO LUIS",2,147212,1
"KEREN BERENICE",3,147212,1
"LILIAN LUCY",4,147212,1
"PERLA IVETH",6,147212,1
"DENISE",6,147212,1
"ZAIDA IVETTE",2,147212,1
"EDGAR DANIEL",10,147212,1
"MA LETICIA",6,147212,1
"ELIAZER",2,147212,1
"KELLY XIOMARA",2,147212,1
"GIOVANNA REBECA",2,147212,1
"CITLALI ANALI",2,147212,1
"ANDREA JHOVANA",2,147212,1
"DARVIN ALEXIS",2,147212,1
"LEIDY KARINA",2,147212,1
"ANGE MIREL",2,147212,1
"ANA ELY",2,147212,1
"GUADALUPE EDEN",6,147212,1
"MIRIAM NAYELI",2,147212,1
"ALONDRA MICHELLE",2,147212,1
"LIDIA ELIZABETH",6,147212,1
"MA AURORA",2,147212,1
"PATRICIA  JAZMIN",2,147212,1
"ROXANA BERENICE",2,147212,1
"DULCE JUANA",2,147212,1
"NELLY DEL CARMEN",6,147212,1
"BRENDA JOHANA",2,147212,1
"GUADALUPE DEL ROSARIO",4,147212,1
"KEYLA YOSELYN",2,147212,1
"MINERVA ANTELMA",2,147212,1
"MAIRA LLATSMIN",2,147212,1
"VIANEY NALLELY",2,147212,1
